"query","size","variant","run","temp","query_duration_ms","read_rows","read_bytes","cpu_us"
"Q3","100m","v4_percolumn_zstd","2","warm",85,100000000,900000000,1200252
"Q3","100m","v4_percolumn_zstd","3","cold",88,100000000,900000000,1212148
"Q3","100m","v4_percolumn_zstd","3","warm",86,100000000,900000000,1198479
"Q3","100m","v4_percolumn_zstd","4","cold",90,100000000,900000000,1248552
"Q3","100m","v4_percolumn_zstd","4","warm",84,100000000,900000000,1163461
"Q3","100m","v4_percolumn_zstd","5","cold",79,100000000,900000000,1118286
"Q3","100m","v4_percolumn_zstd","5","warm",86,100000000,900000000,1224907
"Q3","100m","v5_aggressive","1","cold",99,100000000,900000000,1202479
"Q3","100m","v5_aggressive","1","warm",92,100000000,900000000,1205953
"Q3","100m","v5_aggressive","2","cold",102,100000000,900000000,1244095
"Q3","100m","v5_aggressive","2","warm",95,100000000,900000000,1253542
"Q3","100m","v5_aggressive","3","cold",91,100000000,900000000,1198290
"Q3","100m","v5_aggressive","3","warm",96,100000000,900000000,1254602
"Q3","100m","v5_aggressive","4","cold",97,100000000,900000000,1254485
"Q3","100m","v5_aggressive","4","warm",99,100000000,900000000,1298332
"Q3","100m","v5_aggressive","5","cold",100,100000000,900000000,1205363
"Q3","100m","v5_aggressive","5","warm",98,100000000,900000000,1191017
"Q3","10m","v1_default","1","cold",41,10000000,90000000,321174
"Q3","10m","v1_default","1","warm",18,10000000,90000000,181782
"Q3","10m","v1_default","2","cold",19,10000000,90000000,185033
"Q3","10m","v1_default","2","warm",21,10000000,90000000,185336
"Q3","10m","v1_default","3","cold",17,10000000,90000000,185912
"Q3","10m","v1_default","3","warm",17,10000000,90000000,181824
"Q3","10m","v1_default","4","cold",18,10000000,90000000,188907
"Q3","10m","v1_default","4","warm",17,10000000,90000000,185170
"Q3","10m","v1_default","5","cold",17,10000000,90000000,188804
"Q3","10m","v1_default","5","warm",17,10000000,90000000,193705
"Q3","10m","v2_zstd","1","cold",32,10000000,90000000,309993
"Q3","10m","v2_zstd","1","warm",23,10000000,90000000,262519
"Q3","10m","v2_zstd","2","cold",23,10000000,90000000,241368
"Q3","10m","v2_zstd","2","warm",23,10000000,90000000,256511
"Q3","10m","v2_zstd","3","cold",22,10000000,90000000,246984
"Q3","10m","v2_zstd","3","warm",22,10000000,90000000,256121
"Q3","10m","v2_zstd","4","cold",23,10000000,90000000,257374
"Q3","10m","v2_zstd","4","warm",23,10000000,90000000,237107
"Q3","10m","v2_zstd","5","cold",23,10000000,90000000,254399
"Q3","10m","v2_zstd","5","warm",23,10000000,90000000,247156
"Q3","10m","v3_percolumn","1","cold",33,10000000,90000000,323075
"Q3","10m","v3_percolumn","1","warm",28,10000000,90000000,346481
"Q3","10m","v3_percolumn","2","cold",28,10000000,90000000,318673
"Q3","10m","v3_percolumn","2","warm",29,10000000,90000000,362985
"Q3","10m","v3_percolumn","3","cold",27,10000000,90000000,320926
"Q3","10m","v3_percolumn","3","warm",30,10000000,90000000,330668
"Q3","10m","v3_percolumn","4","cold",28,10000000,90000000,339449
"Q3","10m","v3_percolumn","4","warm",29,10000000,90000000,371855
"Q3","10m","v3_percolumn","5","cold",28,10000000,90000000,310418
"Q3","10m","v3_percolumn","5","warm",31,10000000,90000000,356079
"Q3","10m","v4_percolumn_zstd","1","cold",18,10000000,90000000,152713
"Q3","10m","v4_percolumn_zstd","1","warm",15,10000000,90000000,136207
"Q3","10m","v4_percolumn_zstd","2","cold",14,10000000,90000000,142734
"Q3","10m","v4_percolumn_zstd","2","warm",14,10000000,90000000,140740
"Q3","10m","v4_percolumn_zstd","3","cold",13,10000000,90000000,131790
"Q3","10m","v4_percolumn_zstd","3","warm",14,10000000,90000000,135868
"Q3","10m","v4_percolumn_zstd","4","cold",15,10000000,90000000,135552
"Q3","10m","v4_percolumn_zstd","4","warm",14,10000000,90000000,136428
"Q3","10m","v4_percolumn_zstd","5","cold",14,10000000,90000000,137882
"Q3","10m","v4_percolumn_zstd","5","warm",14,10000000,90000000,136101
"Q3","10m","v5_aggressive","1","cold",17,10000000,90000000,144256
"Q3","10m","v5_aggressive","1","warm",14,10000000,90000000,144365
"Q3","10m","v5_aggressive","2","cold",13,10000000,90000000,139140
"Q3","10m","v5_aggressive","2","warm",14,10000000,90000000,131416
"Q3","10m","v5_aggressive","3","cold",17,10000000,90000000,138681
"Q3","10m","v5_aggressive","3","warm",14,10000000,90000000,140137
"Q3","10m","v5_aggressive","4","cold",16,10000000,90000000,142203
"Q3","10m","v5_aggressive","4","warm",15,10000000,90000000,142286
"Q3","10m","v5_aggressive","5","cold",15,10000000,90000000,140613
"Q3","10m","v5_aggressive","5","warm",15,10000000,90000000,129217
"Q3","1m","v1_default","1","cold",13,1000000,9000000,43739
"Q3","1m","v1_default","1","warm",8,1000000,9000000,30974
"Q3","1m","v1_default","2","cold",8,1000000,9000000,31533
"Q3","1m","v1_default","2","warm",12,1000000,9000000,31047
"Q3","1m","v1_default","3","cold",8,1000000,9000000,31349
"Q3","1m","v1_default","3","warm",8,1000000,9000000,31592
"Q3","1m","v1_default","4","cold",6,1000000,9000000,30131
"Q3","1m","v1_default","4","warm",8,1000000,9000000,27534
"Q3","1m","v1_default","5","cold",7,1000000,9000000,31109
"Q3","1m","v1_default","5","warm",6,1000000,9000000,28088
"Q3","1m","v2_zstd","1","cold",16,1000000,9000000,46302
"Q3","1m","v2_zstd","1","warm",8,1000000,9000000,35780
"Q3","1m","v2_zstd","2","cold",10,1000000,9000000,42046
"Q3","1m","v2_zstd","2","warm",11,1000000,9000000,37085
"Q3","1m","v2_zstd","3","cold",8,1000000,9000000,38526
"Q3","1m","v2_zstd","3","warm",9,1000000,9000000,39000
"Q3","1m","v2_zstd","4","cold",8,1000000,9000000,39273
"Q3","1m","v2_zstd","4","warm",8,1000000,9000000,34713
"Q3","1m","v2_zstd","5","cold",7,1000000,9000000,35223
"Q3","1m","v2_zstd","5","warm",8,1000000,9000000,39474
"Q3","1m","v3_percolumn","1","cold",12,1000000,9000000,48943
"Q3","1m","v3_percolumn","1","warm",8,1000000,9000000,45108
"Q3","1m","v3_percolumn","2","cold",9,1000000,9000000,44416
"Q3","1m","v3_percolumn","2","warm",8,1000000,9000000,41342
"Q3","1m","v3_percolumn","3","cold",8,1000000,9000000,41865
"Q3","1m","v3_percolumn","3","warm",12,1000000,9000000,43041
"Q3","1m","v3_percolumn","4","cold",8,1000000,9000000,40405
"Q3","1m","v3_percolumn","4","warm",9,1000000,9000000,44648
"Q3","1m","v3_percolumn","5","cold",9,1000000,9000000,45496
"Q3","1m","v3_percolumn","5","warm",9,1000000,9000000,45387
"Q3","1m","v4_percolumn_zstd","1","cold",10,1000000,9000000,27714
"Q3","1m","v4_percolumn_zstd","1","warm",7,1000000,9000000,27290
"Q3","1m","v4_percolumn_zstd","2","cold",8,1000000,9000000,24371
"Q3","1m","v4_percolumn_zstd","2","warm",8,1000000,9000000,26961
"Q3","1m","v4_percolumn_zstd","3","cold",7,1000000,9000000,27243
"Q3","1m","v4_percolumn_zstd","3","warm",6,1000000,9000000,24141
"Q3","1m","v4_percolumn_zstd","4","cold",6,1000000,9000000,26179
"Q3","1m","v4_percolumn_zstd","4","warm",6,1000000,9000000,22859
"Q3","1m","v4_percolumn_zstd","5","cold",8,1000000,9000000,25962
"Q3","1m","v4_percolumn_zstd","5","warm",7,1000000,9000000,26075
"Q3","1m","v5_aggressive","1","cold",42,1000000,9000000,32037
"Q3","1m","v5_aggressive","1","warm",6,1000000,9000000,24436
"Q3","1m","v5_aggressive","2","cold",6,1000000,9000000,26791
"Q3","1m","v5_aggressive","2","warm",9,1000000,9000000,25151
"Q3","1m","v5_aggressive","3","cold",6,1000000,9000000,24896
"Q3","1m","v5_aggressive","3","warm",9,1000000,9000000,33467
"Q3","1m","v5_aggressive","4","cold",6,1000000,9000000,25239
"Q3","1m","v5_aggressive","4","warm",6,1000000,9000000,23213
"Q3","1m","v5_aggressive","5","cold",6,1000000,9000000,24681
"Q3","1m","v5_aggressive","5","warm",6,1000000,9000000,25192
"Q3","500m","v1_default","1","cold",1464,500000000,4500000000,13850760
"Q3","500m","v1_default","1","warm",614,500000000,4500000000,8210106
"Q3","500m","v1_default","2","cold",603,500000000,4500000000,8340140
"Q3","500m","v1_default","2","warm",601,500000000,4500000000,8274282
"Q3","500m","v1_default","3","cold",550,500000000,4500000000,7975988
"Q3","500m","v1_default","3","warm",558,500000000,4500000000,8097007
"Q3","500m","v1_default","4","cold",596,500000000,4500000000,8155751
"Q3","500m","v1_default","4","warm",656,500000000,4500000000,8883009
"Q3","500m","v1_default","5","cold",662,500000000,4500000000,8371195
"Q3","500m","v1_default","5","warm",718,500000000,4500000000,8757601
"Q3","500m","v2_zstd","1","cold",1187,500000000,4500000000,13461750
"Q3","500m","v2_zstd","1","warm",803,500000000,4500000000,10913846
"Q3","500m","v2_zstd","2","cold",825,500000000,4500000000,10483203
"Q3","500m","v2_zstd","2","warm",900,500000000,4500000000,11102001
"Q3","500m","v2_zstd","3","cold",709,500000000,4500000000,10286886
"Q3","500m","v2_zstd","3","warm",807,500000000,4500000000,11978794
"Q3","500m","v2_zstd","4","cold",783,500000000,4500000000,11399902
"Q3","500m","v2_zstd","4","warm",747,500000000,4500000000,11003279
"Q3","500m","v2_zstd","5","cold",737,500000000,4500000000,10778507
"Q3","500m","v2_zstd","5","warm",810,500000000,4500000000,11941479
"Q3","500m","v3_percolumn","1","cold",1109,500000000,4500000000,16055318
"Q3","500m","v3_percolumn","1","warm",1010,500000000,4500000000,14890223
"Q3","500m","v3_percolumn","2","cold",960,500000000,4500000000,14331295
"Q3","500m","v3_percolumn","2","warm",978,500000000,4500000000,14186132
"Q3","500m","v3_percolumn","3","cold",1001,500000000,4500000000,14708774
"Q3","500m","v3_percolumn","3","warm",997,500000000,4500000000,14695877
"Q3","500m","v3_percolumn","4","cold",955,500000000,4500000000,14500996
"Q3","500m","v3_percolumn","4","warm",913,500000000,4500000000,13976031
"Q3","500m","v3_percolumn","5","cold",928,500000000,4500000000,14186974
"Q3","500m","v3_percolumn","5","warm",1029,500000000,4500000000,15591910
"Q3","500m","v4_percolumn_zstd","1","cold",421,500000000,4500000000,6159298
"Q3","500m","v4_percolumn_zstd","1","warm",399,500000000,4500000000,6062043
"Q3","500m","v4_percolumn_zstd","2","cold",402,500000000,4500000000,5940398
"Q3","500m","v4_percolumn_zstd","2","warm",400,500000000,4500000000,5988619
"Q3","500m","v4_percolumn_zstd","3","cold",400,500000000,4500000000,6036965
"Q3","500m","v4_percolumn_zstd","3","warm",417,500000000,4500000000,5706717
"Q3","500m","v4_percolumn_zstd","4","cold",382,500000000,4500000000,5793073
"Q3","500m","v4_percolumn_zstd","4","warm",551,500000000,4500000000,5840381
"Q3","500m","v4_percolumn_zstd","5","cold",381,500000000,4500000000,5959485
"Q3","500m","v4_percolumn_zstd","5","warm",408,500000000,4500000000,5944674
"Q3","500m","v5_aggressive","1","cold",402,500000000,4500000000,6119994
"Q3","500m","v5_aggressive","1","warm",392,500000000,4500000000,6009816
"Q3","500m","v5_aggressive","2","cold",377,500000000,4500000000,5861684
"Q3","500m","v5_aggressive","2","warm",380,500000000,4500000000,5836795
"Q3","500m","v5_aggressive","3","cold",364,500000000,4500000000,5649127
"Q3","500m","v5_aggressive","3","warm",388,500000000,4500000000,6024671
"Q3","500m","v5_aggressive","4","cold",375,500000000,4500000000,5783980
"Q3","500m","v5_aggressive","4","warm",369,500000000,4500000000,5689886
"Q3","500m","v5_aggressive","5","cold",371,500000000,4500000000,5798757
"Q3","500m","v5_aggressive","5","warm",377,500000000,4500000000,5887551
"Q4","100m","v1_default","1","cold",4,57344,223359,4254
"Q4","100m","v1_default","1","warm",3,40960,206909,3608
"Q4","100m","v1_default","2","cold",4,40960,206909,4247
"Q4","100m","v1_default","2","warm",3,40960,206909,3256
"Q4","100m","v1_default","3","cold",3,40960,206909,3226
"Q4","100m","v1_default","3","warm",5,40960,206909,4977
"Q4","100m","v1_default","4","cold",4,40960,206909,3769
"Q4","100m","v1_default","4","warm",4,40960,206909,3807
"Q4","100m","v1_default","5","cold",4,40960,206909,4200
"Q4","100m","v1_default","5","warm",3,40960,206909,3530
"Q4","100m","v2_zstd","1","cold",5,57344,223359,5077
"Q4","100m","v2_zstd","1","warm",3,40960,206909,3583
"Q4","100m","v2_zstd","2","cold",3,40960,206909,3587
"Q4","100m","v2_zstd","2","warm",3,40960,206909,3665
"Q4","100m","v2_zstd","3","cold",4,40960,206909,4496
"Q4","100m","v2_zstd","3","warm",4,40960,206909,3912
"Q4","100m","v2_zstd","4","cold",4,40960,206909,4295
"Q4","100m","v2_zstd","4","warm",4,40960,206909,4418
"Q4","100m","v2_zstd","5","cold",3,40960,206909,3688
"Q4","100m","v2_zstd","5","warm",4,40960,206909,3813
"Q4","100m","v3_percolumn","1","cold",6,57344,342477,5801
"Q4","100m","v3_percolumn","1","warm",3,40960,276941,3626
"Q4","100m","v3_percolumn","2","cold",4,40960,276941,4018
"Q4","100m","v3_percolumn","2","warm",4,40960,276941,4217
"Q4","100m","v3_percolumn","3","cold",5,40960,276941,4806
"Q4","100m","v3_percolumn","3","warm",3,40960,276941,3618
"Q4","100m","v3_percolumn","4","cold",4,40960,276941,3952
"Q4","100m","v3_percolumn","4","warm",4,40960,276941,4720
"Q4","100m","v3_percolumn","5","cold",3,40960,276941,3833
"Q4","100m","v3_percolumn","5","warm",4,40960,276941,3929
"Q4","100m","v4_percolumn_zstd","1","cold",4,57344,223359,4741
"Q4","100m","v4_percolumn_zstd","1","warm",3,40960,206909,3660
"Q4","100m","v4_percolumn_zstd","2","cold",3,40960,206909,3674
"Q4","100m","v4_percolumn_zstd","2","warm",4,40960,206909,3685
"Q4","100m","v4_percolumn_zstd","3","cold",4,40960,206909,4298
"Q4","100m","v4_percolumn_zstd","3","warm",3,40960,206909,3667
"Q4","100m","v4_percolumn_zstd","4","cold",4,40960,206909,4517
"Q4","100m","v4_percolumn_zstd","4","warm",5,40960,206909,5789
"Q4","100m","v4_percolumn_zstd","5","cold",3,40960,206909,3698
"Q4","100m","v4_percolumn_zstd","5","warm",4,40960,206909,3845
"Q4","100m","v5_aggressive","1","cold",4,57344,223359,4392
"Q4","100m","v5_aggressive","1","warm",4,40960,206909,3959
"Q4","100m","v5_aggressive","2","cold",3,40960,206909,3641
"Q4","100m","v5_aggressive","2","warm",4,40960,206909,3940
"Q4","100m","v5_aggressive","3","cold",4,40960,206909,4232
"Q4","100m","v5_aggressive","3","warm",4,40960,206909,4272
"Q4","100m","v5_aggressive","4","cold",5,40960,206909,5147
"Q4","100m","v5_aggressive","4","warm",4,40960,206909,3961
"Q4","100m","v5_aggressive","5","cold",4,40960,206909,3888
"Q4","100m","v5_aggressive","5","warm",4,40960,206909,3871
"Q4","10m","v1_default","1","cold",2,49152,58506,2877
"Q4","10m","v1_default","1","warm",2,0,0,2001
"Q4","10m","v1_default","2","cold",2,0,0,2170
"Q4","10m","v1_default","2","warm",2,0,0,2485
"Q4","10m","v1_default","3","cold",2,0,0,2177
"Q4","10m","v1_default","3","warm",2,0,0,2617
"Q4","10m","v1_default","4","cold",2,0,0,1956
"Q4","10m","v1_default","4","warm",2,0,0,2295
"Q4","10m","v1_default","5","cold",2,0,0,2035
"Q4","10m","v1_default","5","warm",2,0,0,2278
"Q4","10m","v2_zstd","1","cold",3,49152,58506,3619
"Q4","10m","v2_zstd","1","warm",2,0,0,1906
"Q4","10m","v2_zstd","2","cold",2,0,0,2096
"Q4","10m","v2_zstd","2","warm",2,0,0,2089
"Q4","10m","v2_zstd","3","cold",2,0,0,2261
"Q4","10m","v2_zstd","3","warm",2,0,0,1969
"Q4","10m","v2_zstd","4","cold",2,0,0,2538
"Q4","10m","v2_zstd","4","warm",3,0,0,2751
"Q4","10m","v2_zstd","5","cold",2,0,0,2520
"Q4","10m","v2_zstd","5","warm",2,0,0,2531
"Q4","10m","v3_percolumn","1","cold",4,49152,196608,4419
"Q4","10m","v3_percolumn","1","warm",2,0,0,1906
"Q4","10m","v3_percolumn","2","cold",2,0,0,2135
"Q4","10m","v3_percolumn","2","warm",2,0,0,2635
"Q4","10m","v3_percolumn","3","cold",2,0,0,1931
"Q4","10m","v3_percolumn","3","warm",2,0,0,2080
"Q4","10m","v3_percolumn","4","cold",2,0,0,2040
"Q4","10m","v3_percolumn","4","warm",2,0,0,2275
"Q4","10m","v3_percolumn","5","cold",2,0,0,2071
"Q4","10m","v3_percolumn","5","warm",2,0,0,2352
"Q4","10m","v4_percolumn_zstd","1","cold",3,49152,58506,3350
"Q4","10m","v4_percolumn_zstd","1","warm",2,0,0,2248
"Q4","10m","v4_percolumn_zstd","2","cold",2,0,0,1959
"Q4","10m","v4_percolumn_zstd","2","warm",2,0,0,2370
"Q4","10m","v4_percolumn_zstd","3","cold",2,0,0,2190
"Q4","10m","v4_percolumn_zstd","3","warm",2,0,0,2427
"Q4","10m","v4_percolumn_zstd","4","cold",2,0,0,2073
"Q4","10m","v4_percolumn_zstd","4","warm",3,0,0,2857
"Q4","10m","v4_percolumn_zstd","5","cold",3,0,0,2978
"Q4","10m","v4_percolumn_zstd","5","warm",2,0,0,2269
"Q4","10m","v5_aggressive","1","cold",3,49152,58506,3658
"Q4","10m","v5_aggressive","1","warm",2,0,0,1838
"Q4","10m","v5_aggressive","2","cold",2,0,0,2153
"Q4","10m","v5_aggressive","2","warm",2,0,0,2031
"Q4","10m","v5_aggressive","3","cold",1,0,0,1795
"Q4","10m","v5_aggressive","3","warm",2,0,0,2266
"Q4","10m","v5_aggressive","4","cold",2,0,0,2162
"Q4","10m","v5_aggressive","4","warm",3,0,0,3316
"Q4","10m","v5_aggressive","5","cold",2,0,0,2453
"Q4","10m","v5_aggressive","5","warm",2,0,0,2358
"Q4","1m","v1_default","1","cold",3,49152,76426,3116
"Q4","1m","v1_default","1","warm",2,0,0,2201
"Q4","1m","v1_default","2","cold",2,0,0,2018
"Q4","1m","v1_default","2","warm",2,0,0,2071
"Q4","1m","v1_default","3","cold",2,0,0,1940
"Q4","1m","v1_default","3","warm",2,0,0,2045
"Q4","1m","v1_default","4","cold",2,0,0,2140
"Q4","1m","v1_default","4","warm",2,0,0,2126
"Q4","1m","v1_default","5","cold",2,0,0,2357
"Q4","1m","v1_default","5","warm",2,0,0,2661
"Q4","1m","v2_zstd","1","cold",4,49152,76426,3858
"Q4","1m","v2_zstd","1","warm",2,0,0,2108
"Q4","1m","v2_zstd","2","cold",2,0,0,2275
"Q4","1m","v2_zstd","2","warm",2,0,0,2606
"Q4","1m","v2_zstd","3","cold",2,0,0,2485
"Q4","1m","v2_zstd","3","warm",2,0,0,2289
"Q4","1m","v2_zstd","4","cold",2,0,0,2089
"Q4","1m","v2_zstd","4","warm",2,0,0,2076
"Q4","1m","v2_zstd","5","cold",2,0,0,2102
"Q4","1m","v2_zstd","5","warm",2,0,0,2112
"Q4","1m","v3_percolumn","1","cold",4,49152,196608,4322
"Q4","1m","v3_percolumn","1","warm",2,0,0,2349
"Q4","1m","v3_percolumn","2","cold",2,0,0,2301
"Q4","1m","v3_percolumn","2","warm",2,0,0,2256
"Q4","1m","v3_percolumn","3","cold",2,0,0,1760
"Q4","1m","v3_percolumn","3","warm",2,0,0,2684
"Q4","1m","v3_percolumn","4","cold",2,0,0,2495
"Q4","1m","v3_percolumn","4","warm",2,0,0,2247
"Q4","1m","v3_percolumn","5","cold",2,0,0,2470
"Q4","1m","v3_percolumn","5","warm",3,0,0,2813
"Q4","1m","v4_percolumn_zstd","1","cold",4,49152,76426,3782
"Q4","1m","v4_percolumn_zstd","1","warm",2,0,0,1967
"Q4","1m","v4_percolumn_zstd","2","cold",2,0,0,2000
"Q4","1m","v4_percolumn_zstd","2","warm",2,0,0,2194
"Q4","1m","v4_percolumn_zstd","3","cold",2,0,0,1934
"Q4","1m","v4_percolumn_zstd","3","warm",2,0,0,1990
"Q4","1m","v4_percolumn_zstd","4","cold",2,0,0,1983
"Q4","1m","v4_percolumn_zstd","4","warm",2,0,0,1911
"Q4","1m","v4_percolumn_zstd","5","cold",2,0,0,2160
"Q4","1m","v4_percolumn_zstd","5","warm",2,0,0,2440
"Q4","1m","v5_aggressive","1","cold",4,49152,76426,3910
"Q4","1m","v5_aggressive","1","warm",2,0,0,2237
"Q4","1m","v5_aggressive","2","cold",2,0,0,2258
"Q4","1m","v5_aggressive","2","warm",2,0,0,2596
"Q4","1m","v5_aggressive","3","cold",2,0,0,2491
"Q4","1m","v5_aggressive","3","warm",2,0,0,2654
"Q4","1m","v5_aggressive","4","cold",2,0,0,2464
"Q4","1m","v5_aggressive","4","warm",2,0,0,2093
"Q4","1m","v5_aggressive","5","cold",2,0,0,2541
"Q4","1m","v5_aggressive","5","warm",2,0,0,2176
"Q4","500m","v1_default","1","cold",4,57344,157823,4518
"Q4","500m","v1_default","1","warm",4,40960,141373,3568
"Q4","500m","v1_default","2","cold",4,40960,141373,3728
"Q4","500m","v1_default","2","warm",3,40960,141373,3645
"Q4","500m","v1_default","3","cold",3,40960,141373,3307
"Q4","500m","v1_default","3","warm",4,40960,141373,3849
"Q4","500m","v1_default","4","cold",4,40960,141373,3956
"Q4","500m","v1_default","4","warm",4,40960,141373,4380
"Q4","500m","v1_default","5","cold",5,40960,141373,5176
"Q4","500m","v1_default","5","warm",4,40960,141373,3796
"Q4","500m","v2_zstd","1","cold",4,57344,157823,4238
"Q4","500m","v2_zstd","1","warm",3,40960,141373,3688
"Q4","500m","v2_zstd","2","cold",4,40960,141373,4059
"Q4","500m","v2_zstd","2","warm",4,40960,141373,4008
"Q4","500m","v2_zstd","3","cold",3,40960,141373,3695
"Q4","500m","v2_zstd","3","warm",4,40960,141373,4127
"Q4","500m","v2_zstd","4","cold",4,40960,141373,4234
"Q4","500m","v2_zstd","4","warm",4,40960,141373,4093
"Q4","500m","v2_zstd","5","cold",3,40960,141373,3521
"Q4","500m","v2_zstd","5","warm",7,40960,141373,4640
"Q4","500m","v3_percolumn","1","cold",6,188416,807724,9319
"Q4","500m","v3_percolumn","1","warm",5,40960,217900,5238
"Q4","500m","v3_percolumn","2","cold",4,40960,217900,4357
"Q4","500m","v3_percolumn","2","warm",4,40960,217900,4421
"Q4","500m","v3_percolumn","3","cold",4,40960,217900,4282
"Q4","500m","v3_percolumn","3","warm",5,40960,217900,5123
"Q4","500m","v3_percolumn","4","cold",4,40960,217900,3844
"Q4","500m","v3_percolumn","4","warm",4,40960,217900,3742
"Q4","500m","v3_percolumn","5","cold",4,40960,217900,4206
"Q4","500m","v3_percolumn","5","warm",4,40960,217900,4259
"Q4","500m","v4_percolumn_zstd","1","cold",5,196608,348251,8603
"Q4","500m","v4_percolumn_zstd","1","warm",4,40960,145341,4489
"Q4","500m","v4_percolumn_zstd","2","cold",4,40960,145341,4526
"Q4","500m","v4_percolumn_zstd","2","warm",4,40960,145341,3927
"Q4","500m","v4_percolumn_zstd","3","cold",4,40960,145341,3916
"Q4","500m","v4_percolumn_zstd","3","warm",3,40960,145341,3600
"Q4","500m","v4_percolumn_zstd","4","cold",4,40960,145341,3860
"Q4","500m","v4_percolumn_zstd","4","warm",3,40960,145341,3543
"Q4","500m","v4_percolumn_zstd","5","cold",3,40960,145341,3684
"Q4","500m","v4_percolumn_zstd","5","warm",4,40960,145341,4047
"Q4","500m","v5_aggressive","1","cold",6,303104,520624,13791
"Q4","500m","v5_aggressive","1","warm",4,40960,145341,4321
"Q4","500m","v5_aggressive","2","cold",4,40960,145341,4292
"Q4","500m","v5_aggressive","2","warm",3,40960,145341,3237
"Q4","500m","v5_aggressive","3","cold",4,40960,145341,4584
"Q4","500m","v5_aggressive","3","warm",4,40960,145341,4229
"Q4","500m","v5_aggressive","4","cold",4,40960,145341,4512
"Q4","500m","v5_aggressive","4","warm",4,40960,145341,4721
"Q4","500m","v5_aggressive","5","cold",3,40960,145341,3649
"Q4","500m","v5_aggressive","5","warm",3,40960,145341,3716
"Q5","100m","v1_default","1","cold",142,40009728,221296424,919528
"Q5","100m","v1_default","1","warm",51,20480000,201580458,541174
"Q5","100m","v1_default","2","cold",55,20414464,201662462,562064
"Q5","100m","v1_default","2","warm",53,20217856,201663051,524253
"Q5","100m","v1_default","3","cold",54,20217856,201663051,554285
"Q5","100m","v1_default","3","warm",52,20217856,201663051,498878
"Q5","100m","v1_default","4","cold",55,20217856,201663051,518783
"Q5","100m","v1_default","4","warm",54,20217856,201663051,541386
"Q5","100m","v1_default","5","cold",54,20217856,201663051,518012
"Q5","100m","v1_default","5","warm",53,20217856,201663051,528319
"Q5","100m","v2_zstd","1","cold",145,40009728,221296424,1064556
"Q5","100m","v2_zstd","1","warm",65,20480000,201580458,759076
"Q5","100m","v2_zstd","2","cold",69,20414464,201662462,761963
"Q5","100m","v2_zstd","2","warm",73,20217856,201663051,738855
"Q5","100m","v2_zstd","3","cold",74,20217856,201663051,732813
"Q5","100m","v2_zstd","3","warm",74,20217856,201663051,750542
"Q5","100m","v2_zstd","4","cold",68,20217856,201663051,747119
"Q5","100m","v2_zstd","4","warm",72,20217856,201663051,745467
"Q5","100m","v2_zstd","5","cold",71,20217856,201663051,754796
"Q5","100m","v2_zstd","5","warm",71,20217856,201663051,790335
"Q5","100m","v3_percolumn","1","cold",186,40009728,221296424,1301235
"Q5","100m","v3_percolumn","1","warm",85,20480000,201580458,883571
"Q5","100m","v3_percolumn","2","cold",84,20414464,201662462,937709
"Q5","100m","v3_percolumn","2","warm",91,20217856,201663051,901405
"Q5","100m","v3_percolumn","3","cold",86,20217856,201663051,938217
"Q5","100m","v3_percolumn","3","warm",89,20217856,201663051,864400
"Q5","100m","v3_percolumn","4","cold",82,20217856,201663051,890640
"Q5","100m","v3_percolumn","4","warm",87,20217856,201663051,887196
"Q5","100m","v3_percolumn","5","cold",86,20217856,201663051,895110
"Q5","100m","v3_percolumn","5","warm",82,20217856,201663051,912530
"Q5","100m","v4_percolumn_zstd","1","cold",188,40009728,221296424,1458945
"Q5","100m","v4_percolumn_zstd","1","warm",96,20480000,201580458,1073087
"Q5","100m","v4_percolumn_zstd","2","cold",94,20414464,201662462,1100433
"Q5","100m","v4_percolumn_zstd","2","warm",96,20217856,201663051,1052622
"Q5","100m","v4_percolumn_zstd","3","cold",99,20217856,201663051,1109531
"Q5","100m","v4_percolumn_zstd","3","warm",113,20217856,201663051,1258996
"Q5","100m","v4_percolumn_zstd","4","cold",95,20217856,201663051,1117400
"Q5","100m","v4_percolumn_zstd","4","warm",106,20217856,201663051,1178795
"Q5","100m","v4_percolumn_zstd","5","cold",102,20217856,201663051,1161363
"Q5","100m","v4_percolumn_zstd","5","warm",95,20217856,201663051,1118427
"Q5","100m","v5_aggressive","1","cold",212,40009728,221296424,1515473
"Q5","100m","v5_aggressive","1","warm",102,20480000,201580458,1053193
"Q5","100m","v5_aggressive","2","cold",103,20414464,201662462,1104090
"Q5","100m","v5_aggressive","2","warm",108,20217856,201663051,1151712
"Q5","100m","v5_aggressive","3","cold",107,20217856,201663051,1086295
"Q5","100m","v5_aggressive","3","warm",112,20217856,201663051,1111007
"Q5","100m","v5_aggressive","4","cold",92,20217856,201663051,1023400
"Q5","100m","v5_aggressive","4","warm",99,20217856,201663051,1039938
"Q5","100m","v5_aggressive","5","cold",111,20217856,201663051,1091106
"Q5","100m","v5_aggressive","5","warm",115,20217856,201663051,1163179
"Q5","10m","v1_default","1","cold",27,4014080,23492057,108999
"Q5","10m","v1_default","1","warm",18,2564096,22190040,77601
"Q5","10m","v1_default","2","cold",13,2498560,22124465,73305
"Q5","10m","v1_default","2","warm",12,2498560,22124465,68463
"Q5","10m","v1_default","3","cold",14,2498560,22124465,76025
"Q5","10m","v1_default","3","warm",12,2498560,22124465,68511
