model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
claude-sonnet-5,t6_10,6,3,3,,,"SELECT uniqExact(key) FROM events ARRAY JOIN mapKeys(properties) AS key WHERE event_type = 'purchase' AND timestamp >= toDateTime64('2024-03-01 00:00:00',3,'UTC') AND timestamp < toDateTime64('2024-03-02 00:00:00',3,'UTC')",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',660,128,0.0026,3511.9
deepseek-v3.2,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(steps >= 1) AS users_l1,
    countIf(steps >= 2) AS users_l2,
    countIf(steps >= 3) AS users_l3
FROM (
    SELECT
        user_id,
        windowFunnel(86400000)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS steps
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,109,0.00023627,3019.2
deepseek-v3.2,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(steps >= 1) AS users_l1,
    countIf(steps >= 2) AS users_l2,
    countIf(steps = 3) AS users_l3
FROM (
    SELECT
        user_id,
        windowFunnel(86400000000000)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS steps
    FROM events
    WHERE timestamp BETWEEN '2024-01-01 00:00:00' AND '2024-12-31 23:59:59.999'
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,146,0.00027697,3608.0
deepseek-v3.2,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(steps >= 1) AS users_l1,
    countIf(steps >= 2) AS users_l2,
    countIf(steps >= 3) AS users_l3
FROM (
    SELECT
        user_id,
        windowFunnel(86400000)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS steps
    FROM events
    WHERE timestamp BETWEEN '2024-01-01 00:00:00' AND '2024-12-31 23:59:59'
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,142,0.00027257000000000003,3793.6
deepseek-v3.2,t6_02,6,1,2,Logic Error,"Got: [0,0,0]	0	0	0
[0,0,0]	0	0	0
[0,0,0]	0	0	0
[0,0,0]	0	0	0
[0,0,0]	0	0	0
[0,0,0]	0	0	0
[0,0,0]	0	0	0
[0","SELECT
    retention(timestamp = toDate('2024-01-01'), timestamp = toDate('2024-01-02'), timestamp = toDate('2024-01-03')) AS retention_conditions,
    retention_conditions[1] AS r1,
    retention_conditions[2] AS r2,
    retention_conditions[3] AS r3
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2024-01-04'
GROUP BY user_id","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,113,0.00023905,3181.8
deepseek-v3.2,t6_02,6,2,2,Logic Error,"Got: [1,1,1]	1	1	1","SELECT
    retention(date = toDate('2024-01-01'), date = toDate('2024-01-02'), date = toDate('2024-01-03')) AS ret,
    ret[1] AS r1,
    ret[2] AS r2,
    ret[3] AS r3
FROM (
    SELECT user_id, toDate(timestamp) AS date
    FROM events
    WHERE date BETWEEN '2024-01-01' AND '2024-01-03'
    GROUP BY user_id, date
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,123,0.00025005000000000003,3323.7
deepseek-v3.2,t6_02,6,3,2,Logic Error,"Got: [1,1,1]	1	1	1","SELECT
    retention(date = toDate('2024-01-01'), date = toDate('2024-01-02'), date = toDate('2024-01-03')) AS ret,
    ret[1] AS r1,
    ret[2] AS r2,
    ret[3] AS r3
FROM (
    SELECT user_id, toDate(timestamp) AS date
    FROM events
    WHERE date BETWEEN '2024-01-01' AND '2024-01-03'
    GROUP BY user_id, date
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,124,0.00025115000000000006,5725.1
deepseek-v3.2,t6_03,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT countDistinct(user_id) FROM events WHERE sequenceMatch('(?1)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase') OVER (PARTITION BY user_id ORDER BY timestamp ROWS BETWEEN UNBOUNDED PRECEDING AND UNBOUNDED FOLLOWING) AND timestamp BETWEEN '2024-01-01 00:00:00' AND '2024-12-31 23:59:59.999';","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",392,104,0.00022024000000000002,5034.4
deepseek-v3.2,t6_03,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT countDistinct(user_id) FROM events WHERE sequenceMatch('(?1)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase') OVER (PARTITION BY user_id ORDER BY timestamp ROWS BETWEEN UNBOUNDED PRECEDING AND UNBOUNDED FOLLOWING) AND timestamp BETWEEN '2024-01-01' AND '2024-12-31';","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",392,90,0.00020484000000000002,4308.7
deepseek-v3.2,t6_03,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT countDistinct(user_id) FROM events WHERE sequenceMatch('(?1)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase') OVER (PARTITION BY user_id ORDER BY timestamp ROWS BETWEEN UNBOUNDED PRECEDING AND UNBOUNDED FOLLOWING) AND timestamp BETWEEN '2024-01-01' AND '2024-12-31'","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",392,89,0.00020374,2998.8
deepseek-v3.2,t6_04,6,1,3,,,"SELECT 
    u.user_id,
    e.timestamp AS first_event_time
FROM users u
ASOF LEFT JOIN events e ON (u.user_id = e.user_id) AND (u.created_at <= e.timestamp)
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",407,69,0.00018579000000000002,3221.5
deepseek-v3.2,t6_04,6,2,3,,,"SELECT 
    u.user_id,
    e.timestamp AS first_event_time
FROM users AS u
ASOF LEFT JOIN events AS e 
    ON u.user_id = e.user_id 
    AND e.timestamp >= u.created_at
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",407,72,0.00018909,3297.8
deepseek-v3.2,t6_04,6,3,3,,,"SELECT 
    users.user_id,
    events.timestamp AS first_event_time
FROM users ASOF LEFT JOIN events 
    ON users.user_id = events.user_id 
    AND users.created_at <= events.timestamp
WHERE users.user_id BETWEEN 1 AND 20
ORDER BY users.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",407,67,0.00018359,3161.2
deepseek-v3.2,t6_05,6,1,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",400,34,0.0001454,2804.2
deepseek-v3.2,t6_05,6,2,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",400,33,0.0001443,1920.7
deepseek-v3.2,t6_05,6,3,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 98 (ORDER) (line 5, col 1): ORDER BY event_type ASC, timestamp DESC;. Expected one of: token sequence, Dot, token, OR, AND, IS NOT DISTINCT FR","SELECT event_type, event_id, timestamp
FROM events
ORDER BY timestamp DESC
LIMIT 2 BY event_type
ORDER BY event_type ASC, timestamp DESC;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",400,39,0.0001509,2693.1
deepseek-v3.2,t6_06,6,1,2,Logic Error,"Got: 2024-01-01	\N
2024-01-02	\N
2024-01-03	9979
2024-01-04	9979
2024-01-05	9974
2024-01-06	9974
2024-01-","SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
    AND revenue_cents > 9950
    AND timestamp >= '2024-01-01'
    AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-01-31') STEP INTERVAL 1 DAY
INTERPOLATE (revenue AS revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",436,119,0.00024862,3101.6
deepseek-v3.2,t6_06,6,2,2,Logic Error,"Got: 2024-01-01	\N
2024-01-02	\N
2024-01-03	9979
2024-01-04	9979
2024-01-05	9974
2024-01-06	9974
2024-01-","SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
    AND revenue_cents > 9950
    AND timestamp >= '2024-01-01'
    AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-01-31') STEP INTERVAL 1 DAY
INTERPOLATE (revenue AS revenue);","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",436,119,0.00024862,3360.3
deepseek-v3.2,t6_06,6,3,2,Logic Error,"Got: 2024-01-01	\N
2024-01-02	\N
2024-01-03	9979
2024-01-04	9979
2024-01-05	9974
2024-01-06	9974
2024-01-","SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
    AND revenue_cents > 9950
    AND timestamp >= '2024-01-01'
    AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day ASC
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-01-31') STEP 1
INTERPOLATE (revenue AS revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",436,117,0.00024642,3188.4
deepseek-v3.2,t6_07,6,1,2,Logic Error,"Got: [5,6,6,6]","SELECT countResample(0, 24, 6)(event_id) AS hourly_buckets FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",415,29,0.00014395000000000003,2150.8
deepseek-v3.2,t6_07,6,2,2,Logic Error,"Got: [5,6,6,6]","SELECT countResample(0, 24, 6)(event_id) AS hourly_buckets FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",415,29,0.00014395000000000003,2222.0
deepseek-v3.2,t6_07,6,3,2,Logic Error,"Got: [5,6,6,6]","SELECT countResample(0, 24, 6)(event_id) AS hourly_buckets FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",415,29,0.00014395000000000003,2211.3
deepseek-v3.2,t6_08,6,1,3,,,"SELECT arrayCumSum(groupArray(daily_purchases)) AS cumulative_purchases
FROM (
    SELECT toDate(timestamp) AS day, count() AS daily_purchases
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= '2024-01-01'
      AND timestamp < '2024-02-01'
    GROUP BY day
    ORDER BY day ASC
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",401,93,0.00021057,4314.1
deepseek-v3.2,t6_08,6,2,3,,,"SELECT arrayCumSum(groupArray(daily_purchases)) AS cumulative_purchases
FROM (
    SELECT toDate(timestamp) AS day, count() AS daily_purchases
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= '2024-01-01'
      AND timestamp < '2024-02-01'
    GROUP BY day
    ORDER BY day
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",401,92,0.00020947000000000004,4450.1
deepseek-v3.2,t6_08,6,3,3,,,"SELECT arrayCumSum(groupArray(daily_purchases)) AS cumulative_purchases
FROM (
    SELECT toDate(timestamp) AS day, count() AS daily_purchases
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= '2024-01-01'
      AND timestamp < '2024-02-01'
    GROUP BY day
    ORDER BY day ASC
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",401,93,0.00021057,4199.9
deepseek-v3.2,t6_09,6,1,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
WHERE event_type = 'purchase'
GROUP BY country
ORDER BY country ASC","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",398,47,0.00015916000000000001,1918.2
deepseek-v3.2,t6_09,6,2,3,,,"SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",398,33,0.00014376000000000002,1846.9
deepseek-v3.2,t6_09,6,3,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
ORDER BY country ASC","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",398,39,0.00015036000000000002,1879.8
deepseek-v3.2,t6_10,6,1,3,,,SELECT countDistinct(arrayJoin(mapKeys(properties))) FROM events WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01';,SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',400,40,0.000152,1926.5
deepseek-v3.2,t6_10,6,2,3,,,SELECT countDistinct(arrayJoin(mapKeys(properties))) FROM events WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01';,SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',400,40,0.000152,1800.8
deepseek-v3.2,t6_10,6,3,3,,,SELECT countDistinct(arrayJoin(mapKeys(properties))) FROM events WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01';,SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',400,40,0.000152,1793.3
deepseek-v4-flash,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM (
    SELECT
        user_id,
        windowFunnel(86400)(timestamp, event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,1386,0.00028396,12700.9
deepseek-v4-flash,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT user_id,
           windowFunnel(86400)(timestamp, event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,923,0.00020062000000000001,9146.4
deepseek-v4-flash,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
);","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",510,846,0.00019308000000000001,9354.0
deepseek-v4-flash,t6_02,6,1,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = '2024-01-01',
            toDate(timestamp) = '2024-01-02',
            toDate(timestamp) = '2024-01-03'
        ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",504,2383,0.00046926,21617.6
deepseek-v4-flash,t6_02,6,2,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = '2024-01-01',
            toDate(timestamp) = '2024-01-02',
            toDate(timestamp) = '2024-01-03'
        ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",504,9161,0.0016893,71686.7
deepseek-v4-flash,t6_02,6,3,3,,,"SELECT
    sum(ret[1]) AS r1,
    sum(ret[2]) AS r2,
    sum(ret[3]) AS r3
FROM
(
    SELECT
        retention(
            toDate(timestamp) = '2024-01-01',
            toDate(timestamp) = '2024-01-02',
            toDate(timestamp) = '2024-01-03'
        ) AS ret
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,2391,0.00046437999999999997,18931.8
deepseek-v4-flash,t6_03,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase') = 1
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",471,1800,0.00036168,18350.8
deepseek-v4-flash,t6_03,6,2,3,,,"SELECT count()
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        toDateTime(timestamp),
        event_type = 'signup',
        event_type = 'purchase'
    ) = 1
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",471,8554,0.0015774,78364.9
deepseek-v4-flash,t6_03,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?t)(?1)(?t<=60)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase') = 1
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",471,2353,0.00046122,57785.2
deepseek-v4-flash,t6_04,6,1,3,,,"SELECT
    u.user_id AS user_id,
    e.timestamp AS first_event_time
FROM users AS u
ASOF LEFT JOIN
(
    SELECT user_id, timestamp
    FROM events
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id AND u.created_at <= e.timestamp
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",486,9724,0.0017892000000000001,222536.2
deepseek-v4-flash,t6_04,6,2,3,,,"SELECT u.user_id, e.timestamp AS first_event_time
FROM users AS u
ASOF JOIN events AS e ON u.user_id = e.user_id AND u.created_at <= e.timestamp
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",486,7429,0.0013761000000000001,172903.0
deepseek-v4-flash,t6_04,6,3,3,,,"SELECT
    u.user_id AS user_id,
    e.timestamp AS first_event_time
FROM users AS u
ASOF LEFT JOIN events AS e ON u.user_id = e.user_id AND u.created_at <= e.timestamp
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",486,5700,0.00106488,131639.3
deepseek-v4-flash,t6_05,6,1,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",479,762,0.00017548,19535.7
deepseek-v4-flash,t6_05,6,2,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",479,1213,0.00025666,30571.3
deepseek-v4-flash,t6_05,6,3,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",479,359,0.00010294,9120.9
deepseek-v4-flash,t6_06,6,1,0,No SQL,Empty,,"SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",0,1,1.8e-07,1300720.3
