model,question_id,run,failure_type,rule
minimax-m2.5,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_04,1,format_mismatch,identical after normalization/sorting
minimax-m2.5,t4_04,2,format_mismatch,"same columns after overlap matching, formatting/order differs"
minimax-m2.5,t4_04,3,format_mismatch,identical after normalization/sorting
minimax-m2.5,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m2.5,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_09,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_09,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_09,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t4_10,1,format_mismatch,identical after normalization/sorting
minimax-m2.5,t4_10,2,format_mismatch,identical after normalization/sorting
minimax-m2.5,t4_10,3,format_mismatch,identical after normalization/sorting
minimax-m2.5,t5_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_03,3,format_mismatch,identical after normalization/sorting
minimax-m2.5,t5_04,2,logic_error,results differ structurally
minimax-m2.5,t5_04,3,logic_error,results differ structurally
minimax-m2.5,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_06,2,format_mismatch,identical after normalization/sorting
minimax-m2.5,t5_07,1,logic_error,results differ structurally
minimax-m2.5,t5_07,2,logic_error,results differ structurally
minimax-m2.5,t5_07,3,logic_error,results differ structurally
minimax-m2.5,t5_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m2.5,t5_09,2,logic_error,results differ structurally
minimax-m2.5,t5_10,1,column_mismatch,"1/2 columns overlap >=80%, column count differs"
minimax-m2.5,t5_10,2,column_mismatch,"1/2 columns overlap >=80%, column count differs"
